name,labelhash,namehash
indium.eth,0x17ce8c546acf3e806fb7546e21a2667731065e4adbbf4f53225798e29dec0eb9,0xa254fac0e23c101058800f1ea1b15f9428bc317bf5bd6357330cb87a66a6cb16
tin.eth,0x6d55a2666bc7b09ef830d868aec675bce032d7b70414b9dadd4776cddb0ee009,0x1be2aa817ce3160e787b42a8b256df68a5f30a0c2f64508fc57b06c49beb68c6
antimony.eth,0xab2f2d583c34c0a0936bede751879a629bb1970787b56da765c341fd418336da,0x0bbafa6bb77f8cfc29abff87443757355c774a44ebf218849693f0d7476bca1b
tellurium.eth,0x8741ab1f52170f2877c540acf078ae66060f4d5fc11ff7e1d54fdceabee2a9b3,0x9e45a57e0198d09d46d09f8c1920e224bb9e0fcac3e6911489630b98a15f25c3
iodine.eth,0x0194e69e249299fae79fdaefb69efd78d4206e94e48a4de582715fb3baaeda90,0x18c8e35ed030a237b5ca36bdb6f7bd1859d98297d8589db3637585a455a6c2d4
xenon.eth,0x5a9a436850491528a1ce6257ba2bd3b24e821ea044fd3c42b6550d6f4aa8eca7,0xa70d0ebc0df4b44d03111021be24be2bfb037aa2ecebcdd00d26882e4305d11b
caesium.eth,0xf893320ad8d38a57268d859a41babc6cde52d768d9c1a6a8e99fa7276b7e8e93,0x1c0b7a6cf544399553f08009321a13a215dec3451a771cc1a1c0a73e37ff14fe
barium.eth,0xe89cec1eb6327d9359cc2df3fae5a7c9269961668717ff679975dc4bb934cc3f,0xd43a8700c4e51f30cf3c5b2aba17cd8b121bcf855c64c8a59699ac899893495b
lanthanum.eth,0x806c89b85464c9c0b200f801f4911774fe62ff2552d8227588427b7b296a6ce6,0xa0c1225d7b80b033d00a7fe2f3f530758252942dd71429cfee33220baa5809e5
cerium.eth,0xdee65d38f2b68d8ff4b615c9f27d9c794c50013e05268d459c8ece0de75320e8,0x34b7aef99c5a33d54fe0220ec5f5828e609695de4a3ad048c3a9387c22ef4cfb
praseodymium.eth,0xb4b17691d60fd2308a76ad4d1f8f16cb6ce62f3a2207707c1ac4a85c781f1554,0x625aaa8a7b3d48d92c7c8e98a3e70ec5447066d650b16a72bccf6aace466fdb1
neodymium.eth,0x68e56f3fb3cbfa2edd08d32d80941b333cb727318c16d3149e7176f8d4893a7f,0x1c369528b30f787a1c582ad2be5d849f997f18c66fc263a2d947aba953c24ad3
promethium.eth,0x67aa7047bda7fe5bd4c90f1b251e4460199c05f6fe4e5077ef7b79aaa411c461,0x2663d8c9d308a484861542397e295bd69e6461a8f74215561460f9b347624a0c
samarium.eth,0x6bf1cc16be8af634c1381a19e64782d760e11e296a0266a290f38fbf9c9a2cd8,0xdd352d0c840c1bc84147e5dd5e600f81ac721bc6f22ee47a4d994d5b1172b43c
europium.eth,0x418f4d2d4dcf0856060007589808ed4b79974caee1c20e8a649bd398759a5a8b,0x33e3cd091554e6d13e0b38a6aa25f0cd1a81de5c17928070a05670fc2a7ecee8
gadolinium.eth,0x5eb21e46a6ad322a15a8489d9249cf843c5e25c88ab97337dffe88a67f28d399,0xf541f165e64bb36a28ae684b2fd54e3b6c21168305e6f8fa329c4622b9de46fc
terbium.eth,0x5a638055dd9f3b78cb0e75d99dee42c2d3dad1dcf607dbcb0e4c249c8856671e,0xa7803c54f7c682294de6c2518b90b5e2b0cd63672924e855847eadf755903eaa
dysprosium.eth,0xf2a0554ff5134749440df1642a5d66163c163acf2d0ab87859f943a8c7010fad,0x53d89f10c186e8c506a4eb03a66c448ab4ae4aeceb1fea517ca80519e2efc50d
